json_file,window_index,window_text,sentiment_label,sentiment_score
69fe9e67a20599144f688b50_audio_missing_utopia_1780153147993_transcript,4,"was rejected, but religion was not accepted in its place.",negative,0.5507732629776001
69fe9e67a20599144f688b50_audio_missing_utopia_1780153147993_transcript,5,um so primitive but no guiding principle to live by,negative,0.8768279552459717
69fe9e67a20599144f688b50_audio_missing_utopia_1780153147993_transcript,6,like not really a law or religion or morality that,neutral,0.5957117080688477
69fe9e67a20599144f688b50_audio_missing_utopia_1780153147993_transcript,7,might have been covering the primitive utopia um i'm not,neutral,0.7250441908836365
69fe9e67a20599144f688b50_audio_missing_utopia_1780153147993_transcript,8,entirely sure but basically a rejection of technology but no,neutral,0.5163908004760742
69fe9e67a20599144f688b50_audio_missing_utopia_1780153147993_transcript,9,um corruptible human institution in its place um not really,negative,0.7384146451950073
69fe9e67a20599144f688b50_audio_ranking_explanation_1780153014058_transcript,0,"So, I ranked religious utopia last because I have seen",neutral,0.7583978176116943
69fe9e67a20599144f688b50_audio_ranking_explanation_1780153014058_transcript,1,"the terrible things that religion can do, and on a",negative,0.9131030440330505
69fe9e67a20599144f688b50_audio_ranking_explanation_1780153014058_transcript,2,"large scale, that would never be a utopia. For the",negative,0.8183975219726562
69fe9e67a20599144f688b50_audio_ranking_explanation_1780153014058_transcript,3,same reason that I put intermorality and rule of law,neutral,0.7692602276802063
69fe9e67a20599144f688b50_audio_ranking_explanation_1780153014058_transcript,4,"near the bottom, these involve too much of people that",negative,0.6075420379638672
69fe9e67a20599144f688b50_audio_ranking_explanation_1780153014058_transcript,5,"are easily corrupt. particularly in religion, there's always going to",negative,0.7811391353607178
69fe9e67a20599144f688b50_audio_ranking_explanation_1780153014058_transcript,6,be a leader that thinks they know more than anyone,neutral,0.5113571882247925
69fe9e67a20599144f688b50_audio_ranking_explanation_1780153014058_transcript,7,"else, which is the same thing that happens with the",neutral,0.8357359170913696
69fe9e67a20599144f688b50_audio_ranking_explanation_1780153014058_transcript,8,moral commonwealth and the institutional utopia. Someone is always going,neutral,0.806175172328949
69fe9e67a20599144f688b50_audio_ranking_explanation_1780153014058_transcript,9,"to screw that up for the people under them, particularly",negative,0.905834972858429
69fe9e67a20599144f688b50_audio_ranking_explanation_1780153014058_transcript,10,in religion where there is a larger chance of mania,neutral,0.6111879348754883
69fe9e67a20599144f688b50_audio_ranking_explanation_1780153014058_transcript,11,occurring. I put AI-centered utopia right in the middle because,neutral,0.7690777778625488
69fe9e67a20599144f688b50_audio_ranking_explanation_1780153014058_transcript,12,that seems a little too corruptible and also we don't,negative,0.7483050227165222
69fe9e67a20599144f688b50_audio_ranking_explanation_1780153014058_transcript,13,"know enough about AI, but I still thought that was",neutral,0.746503472328186
69fe9e67a20599144f688b50_audio_ranking_explanation_1780153014058_transcript,14,better than the three bottom tiers. Primitivist Utopia was number,neutral,0.6320644021034241
69fe9e67a20599144f688b50_audio_ranking_explanation_1780153014058_transcript,15,"three, low-tech, small-scale. I think that could go either way,",neutral,0.7467408776283264
69fe9e67a20599144f688b50_audio_ranking_explanation_1780153014058_transcript,16,but it seemed less dangerous than the the tiers near,neutral,0.502842903137207
69fe9e67a20599144f688b50_audio_ranking_explanation_1780153014058_transcript,17,the bottom my second and first were futurist utopia and,neutral,0.8389418125152588
69fe9e67a20599144f688b50_audio_ranking_explanation_1780153014058_transcript,18,modern green utopia modern green one for that word sustainable,positive,0.5542065501213074
69fe9e67a20599144f688b50_audio_ranking_explanation_1780153014058_transcript,19,sustainable and secure if we are looking at a society,neutral,0.7023851871490479
69fe9e67a20599144f688b50_audio_ranking_explanation_1780153014058_transcript,20,that has limited resources that needs to continue on as,negative,0.6705573201179504
69fe9e67a20599144f688b50_audio_ranking_explanation_1780153014058_transcript,21,long as possible sustainability is going to be the key,positive,0.6077322959899902
69fe9e67a20599144f688b50_audio_ranking_explanation_1780153014058_transcript,22,so that is why modern green utopia went in first,neutral,0.7915259599685669
69fe9e67a20599144f688b50_audio_ranking_explanation_1780153014058_transcript,23,place with futurist utopia slowly behind it because of its,neutral,0.6597201824188232
69fe9e67a20599144f688b50_audio_ranking_explanation_1780153014058_transcript,24,"reliance on science and innovation, meaning that if things started",neutral,0.6959789991378784
69fe9e67a20599144f688b50_audio_ranking_explanation_1780153014058_transcript,25,"to perhaps become less than ideal, the people in the",negative,0.7259766459465027
69fe9e67a20599144f688b50_audio_ranking_explanation_1780153014058_transcript,26,society could innovate and possibly get out of any problems,neutral,0.4790007472038269
69fe9e67a20599144f688b50_audio_ranking_explanation_1780153014058_transcript,27,"that they have. So yeah, that's why my ranking went",neutral,0.8029477000236511
69fe9e67a20599144f688b50_audio_ranking_explanation_1780153014058_transcript,28,the way it did. I'm always going to rank things,neutral,0.7531558871269226
69fe9e67a20599144f688b50_audio_ranking_explanation_1780153014058_transcript,29,that aren't as corruptible near the top and the things,neutral,0.5170513987541199
69fe9e67a20599144f688b50_audio_ranking_explanation_1780153014058_transcript,30,"that I view as extremely corruptible, such as religion or",negative,0.826372504234314
6a08b810d807f5805aabe02e_audio_missing_utopia_1780152771053_transcript,0,"And to be very honest, I don't think that there",negative,0.47115379571914673
6a08b810d807f5805aabe02e_audio_missing_utopia_1780152771053_transcript,1,was anything missing. I think that there was a good,neutral,0.5727368593215942
6a08b810d807f5805aabe02e_audio_missing_utopia_1780152771053_transcript,2,selection of options of different kind of societies and utopias.,neutral,0.83814537525177
6a08b810d807f5805aabe02e_audio_missing_utopia_1780152771053_transcript,3,"Yeah, I think they were all really, I think they",neutral,0.5777930617332458
6a08b810d807f5805aabe02e_audio_missing_utopia_1780152771053_transcript,4,were all kind of well explained. And I don't think,neutral,0.64536052942276
6a08b810d807f5805aabe02e_audio_missing_utopia_1780152771053_transcript,5,"that there could have been any other option. You know,",neutral,0.7304345965385437
6a08b810d807f5805aabe02e_audio_missing_utopia_1780152771053_transcript,6,"we had the futuristic, we had the sustainable one, the",positive,0.6815336346626282
6a08b810d807f5805aabe02e_audio_missing_utopia_1780152771053_transcript,7,"more green focused one. we had the AI driven one,",neutral,0.7427269220352173
6a08b810d807f5805aabe02e_audio_missing_utopia_1780152771053_transcript,8,"law, moral. I think that those were really kind of",positive,0.5571197867393494
6a08b810d807f5805aabe02e_audio_missing_utopia_1780152771053_transcript,9,"describing all of them besides maybe like a, just a",neutral,0.8797509074211121
6a08b810d807f5805aabe02e_audio_missing_utopia_1780152771053_transcript,10,all out free for all where there's no rules and,neutral,0.7003429532051086
6a08b810d807f5805aabe02e_audio_missing_utopia_1780152771053_transcript,11,there's no governance and everyone does what they want and,negative,0.7161366939544678
6a08b810d807f5805aabe02e_audio_missing_utopia_1780152771053_transcript,12,everyone protects themselves and everyone fends for themselves. I feel,neutral,0.6709908843040466
6a08b810d807f5805aabe02e_audio_missing_utopia_1780152771053_transcript,13,like that could be a certain society that's missing. And,negative,0.49454396963119507
6a08b810d807f5805aabe02e_audio_missing_utopia_1780152771053_transcript,14,"to be honest, I would hate for that. I would",negative,0.9240269064903259
6a08b810d807f5805aabe02e_audio_missing_utopia_1780152771053_transcript,15,"hate that kind of society where there's just no, There's",negative,0.9337218999862671
6a08b810d807f5805aabe02e_audio_missing_utopia_1780152771053_transcript,16,no societal rules. There's no legal rules. There's no consequence.,neutral,0.599581241607666
6a08b810d807f5805aabe02e_audio_missing_utopia_1780152771053_transcript,17,And everybody takes things into their own hands. I think,neutral,0.7264994978904724
6a08b810d807f5805aabe02e_audio_missing_utopia_1780152771053_transcript,18,"that would be very chaotic. Interesting in theory, but I",neutral,0.49813058972358704
6a08b810d807f5805aabe02e_audio_missing_utopia_1780152771053_transcript,19,think that just knowing how humans react when there's no,neutral,0.7056668996810913
6a08b810d807f5805aabe02e_audio_missing_utopia_1780152771053_transcript,20,rules and there's no governance and there's no consequences to,negative,0.7622809410095215
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,0,I put modern or green utopia as being my most,neutral,0.5285221338272095
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,1,preferred because I really do just see that being the,neutral,0.7854999899864197
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,2,most ideal and most utopian way to live for me,positive,0.7787859439849854
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,3,as far as everything is sustainable and it's secure. And,positive,0.5399407744407654
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,4,I think that's the most important part about it all,positive,0.8461308479309082
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,5,"as far as ranking, because as long as the way",neutral,0.8251826763153076
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,6,"of life is secure, I mean, nothing can ever be",neutral,0.5697978138923645
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,7,100 percent. But to even have the main structure to,neutral,0.7194811105728149
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,8,be just secure would be the best for me. After,positive,0.8172191977500916
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,9,"that, I chose futuristic just because to have more science",neutral,0.6065840125083923
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,10,"and innovation is kind of crucial, I would say, in",neutral,0.5205116271972656
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,11,"the advancement of human life. It's crucial and it's important,",positive,0.9104830622673035
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,12,but maybe not the most crucial important. So I put,neutral,0.6001289486885071
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,13,"it at the sixth place. number five, I put the",neutral,0.9084022641181946
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,14,moral commonwealth or just having inner morality. I feel like,neutral,0.783203661441803
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,15,it would be nice to live in a life like,positive,0.6563564538955688
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,16,that where everybody kind of just knows what to do.,neutral,0.7542011141777039
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,17,"And everyone just tries their best to be good people,",positive,0.821747362613678
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,18,"good business partners, you know, and just be good people",positive,0.7418673038482666
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,19,"to each other, whether that's just in, you know, person",neutral,0.8554328680038452
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,20,"to person or business to consumer, you know, I do,",neutral,0.8274602890014648
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,21,I would think that that's a kind of a nice,positive,0.5058973431587219
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,22,"way to live, but unpractical or not. I wouldn't say",neutral,0.7516767382621765
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,23,unpractical. I would say kind of not realistic. I put,negative,0.8200623989105225
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,24,"the rule, the institutional utopia as the, my fourth most",neutral,0.6401528716087341
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,25,"prefer the rule of law, because I think that's kind",neutral,0.5718867778778076
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,26,of how we live today where there's just a lot,neutral,0.6964219212532043
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,27,of laws. There's just a lot of rules and there's,neutral,0.6677260398864746
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,28,"set, you know, consequences to those rules which can be",neutral,0.830489456653595
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,29,ideal because you know i think that for every action,neutral,0.6655153632164001
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,30,there needs to be a consequence or reaction especially because,neutral,0.5658355951309204
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,31,everyone doesn't have the same mental processes and there's certain,neutral,0.566072940826416
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,32,actions that are just not okay and there needs to,negative,0.897315263748169
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,33,be consequences in place to deter people from doing that,neutral,0.497892826795578
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,34,"um which i think can happen in the moral Commonwealth,",neutral,0.8993089199066162
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,35,"futuristic utopia, and the modern green utopia. So I don't",neutral,0.7214255928993225
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,36,think that that's kind of the most ideal way for,positive,0.5212120413780212
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,37,me to live or for us to live. And then,neutral,0.8750624656677246
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,38,"for my last bottom three places, I chose the primitive",neutral,0.7664684057235718
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,39,"utopia, the AI-centered utopia, and then the religious utopia. And",neutral,0.859876811504364
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,40,"I said that because low tech, small scale, I'm a",neutral,0.6055968999862671
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,41,maximalist. I love the idea of having you know not,positive,0.8792677521705627
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,42,many not a lot of tech and being very kind,neutral,0.48354822397232056
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,43,of small scale in theory it's very nice and calm,positive,0.933730959892273
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,44,and peaceful but in in practice it's after being kind,positive,0.5240044593811035
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,45,of used to the way things are i feel like,neutral,0.5537112951278687
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,46,that would be not ideal um ai centered utopia i,negative,0.8806658983230591
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,47,think that that's a terrible way to live i think,negative,0.938817024230957
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,48,that ai can be useful i think it can be,positive,0.8360804915428162
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,49,implemented well um in certain systems to help advance life.,positive,0.5981024503707886
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,50,But I don't think that having an AI-centered utopia or,neutral,0.5079070925712585
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,51,just data-driven governance is good because technology can make mistakes.,neutral,0.5120329856872559
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,52,And I think that human oversight is important. And just,positive,0.49877193570137024
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,53,to be in a society where it's kind of like,neutral,0.7743391394615173
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,54,"just ruled by AI, I don't think that would be",negative,0.5606783032417297
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,55,good. And then I had my religious utopia or faith-based,positive,0.5811668038368225
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,56,order last because there's so many religions and everybody interprets,neutral,0.6593692302703857
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,57,religion differently that to just have a society based on,neutral,0.7437044382095337
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,58,"religion can get really hectic really fast. And then, you",negative,0.4981650412082672
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,59,"know, next thing you know, we're having like the witch",neutral,0.6339829564094543
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,60,hunt trials again. And I just think that it's important,positive,0.7250199317932129
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,61,"to just keep faith out of like governance, I would",neutral,0.7573627829551697
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,62,"say, of people just because everybody believes in such different",neutral,0.801418125629425
